"Name","Link","Ingredients","Main Spirit","Flavor","Rating","Ratings Count","Color","Occasion"
"Sour Apple Popsicle Martini","https://www.thecocktailproject.com/drink-recipes/sour-apple-popsicle-martini","DeKuyper Pucker Sour Apple Schnapps, Cream, DeKuyper Pucker Sour Apple Schnapps, Cream, Ice, Crushed","Cordials","Sour",3,41,"['green']","['birthday', 'ladies-night', 'summer']"
"Toffee Drop Martini","https://www.thecocktailproject.com/drink-recipes/toffee-drop-martini","Jim Beam Original, DeKuyper Buttershots Schnapps, Jim Beam Original, DeKuyper Buttershots Schnapps, DeKuyper Creme de Cocoa White Liqueur, Half and Half","Bourbon","Sweet",3,37,NA,"['birthday', 'halloween', 'holiday', 'winter']"
"White Chocolate Raspberry Martini","https://www.thecocktailproject.com/drink-recipes/white-chocolate-raspberry-martini","DeKuyper Creme de Cocoa White Liqueur, Pinnacle Raspberry Vodka, DeKuyper Creme de Cocoa White Liqueur, Pinnacle Raspberry Vodka, Chocolate Sauce, Raspberries","Cordials","Sweet",3,37,"['clear']","['birthday', 'ladies-night', 'holiday', 'valentines-day', 'winter']"
"Razzmatazz Sangria","https://www.thecocktailproject.com/drink-recipes/razzmatazz-sangria","DeKuyper Razzmatazz Schnapps Liqueur, Red Wine, DeKuyper Razzmatazz Schnapps Liqueur, Red Wine, Mixed Berries, Soda Water","Cordials","Fruity",3,49,"['red']","['bbq', 'summer', 'summer', 'summer']"
"Spring Sangria","https://www.thecocktailproject.com/drink-recipes/spring-sangria","White Wine, Dry, DeKuyper Peachtree Schnapps Liqueur, White Wine, Dry, DeKuyper Peachtree Schnapps Liqueur, Sugar, Peaches and Grapes, Lemon Wheel","Cordials","Fruity",3,43,"['yellow']","['bbq', 'brunch', 'spring']"
"Nectarita","https://www.thecocktailproject.com/drink-recipes/nectarita","DeKuyper Peachtree Schnapps Liqueur, DeKuyper Triple Sec Liqueur, DeKuyper Peachtree Schnapps Liqueur, DeKuyper Triple Sec Liqueur, Sauza Blue Silver 100% Agave Tequila, Sour Mix","Cordials","Sour",3,23,"['yellow']","['bbq', 'birthday', 'summer', 'summer', 'summer']"
"Blue Martini","https://www.thecocktailproject.com/drink-recipes/blue-martini","Pinnacle Citrus Vodka, Pinnacle Citrus Vodka, Sour Mix","Cordials","Sour",3,36,NA,"['ladies-night', 'summer', 'summer', 'tropical']"
"Sauza Razzmatazz Margarita","https://www.thecocktailproject.com/drink-recipes/sauza-razzmatazz-margarita","Sauza Silver Tequila, DeKuyper Razzmatazz Schnapps Liqueur, Sauza Silver Tequila, DeKuyper Razzmatazz Schnapps Liqueur, Lime Juice, Simple Syrup, Salt","Cordials","Sour",3,64,"['red']","['bbq', 'summer', 'summer', 'summer']"
"Blushing Margarita","https://www.thecocktailproject.com/drink-recipes/blushing-margarita","DeKuyper Triple Sec Liqueur, Sauza Blue Silver 100% Agave Tequila, DeKuyper Triple Sec Liqueur, Sauza Blue Silver 100% Agave Tequila, Lime Juice, Cranberry Juice","Cordials","Sour",3,48,"['pink']","['bbq', 'birthday', 'ladies-night', 'summer', 'summer', 'summer']"
"Cherry Margarita","https://www.thecocktailproject.com/drink-recipes/cherry-margarita","DeKuyper Pucker Cherry Schnapps, Sauza Blue Silver 100% Agave Tequila, DeKuyper Pucker Cherry Schnapps, Sauza Blue Silver 100% Agave Tequila, Lime Juice","Cordials","Fruity",3,30,"['red']","['ladies-night', 'summer', 'summer', 'summer']"
"Elderflower Margarita","https://www.thecocktailproject.com/drink-recipes/elderflower-margarita","Sauza Blue Silver 100% Agave Tequila, JDK & Sons Fleur Elderflower Liqueur, Sauza Blue Silver 100% Agave Tequila, JDK & Sons Fleur Elderflower Liqueur, Lime Juice, Easy Ice Tips","Cordials","Sour",3,42,"['clear']","['bbq', 'ladies-night']"
"Coconut Snowball Martini","https://www.thecocktailproject.com/drink-recipes/coconut-snowball-martini","Pinnacle Original Vodka, Cruzan Aged Light Rum, Pinnacle Original Vodka, Cruzan Aged Light Rum, DeKuyper Blue Curacao Liqueur, Cream of Coconut, Honey, Shredded Coconut","Rum","Sweet",3,66,NA,"['ladies-night', 'holiday', 'tropical', 'winter']"
"Double Razzmatazz Grape Martini","https://www.thecocktailproject.com/drink-recipes/double-razzmatazz-grape-martini","DeKuyper Pucker Grape Schnapps, DeKuyper Razzmatazz Schnapps Liqueur, DeKuyper Pucker Grape Schnapps, DeKuyper Razzmatazz Schnapps Liqueur, Pinnacle Raspberry Vodka, Lemon-Lime Soda","Cordials","Sweet",3,30,"['red']","['ladies-night', 'new-years', 'summer', 'summer', 'summer']"
"Elderflower Martini","https://www.thecocktailproject.com/drink-recipes/elderflower-martini","EFFEN Original Vodka, JDK & Sons Fleur Elderflower Liqueur, EFFEN Original Vodka, JDK & Sons Fleur Elderflower Liqueur, Lime Juice","Cordials","Sour",3,43,"['clear']","['birthday', 'ladies-night', 'summer', 'summer', 'summer', 'wedding']"
"Ginger Martini","https://www.thecocktailproject.com/drink-recipes/ginger-martini","DeKuyper Mixologist Collection Ginger Liqueur, EFFEN Original Vodka, DeKuyper Mixologist Collection Ginger Liqueur, EFFEN Original Vodka, Fresh Ingredient Enhancements","Cordials","Sweet",3,24,"['clear']","['christmas', 'holiday', 'winter']"
"Apple Colada","https://www.thecocktailproject.com/drink-recipes/apple-colada","DeKuyper Tropical Coconut Liqueur, Apple Juice, DeKuyper Tropical Coconut Liqueur, Apple Juice, Lime Wedges","Cordials","Fruity",3,52,"['yellow']","['summer', 'summer', 'tropical']"
"Lazy Day Colada","https://www.thecocktailproject.com/drink-recipes/lazy-day-colada","DeKuyper Pucker Sour Apple Schnapps, Cruzan Aged Light Rum, DeKuyper Pucker Sour Apple Schnapps, Cruzan Aged Light Rum, Pina Colada Mix","Cordials","Sweet",3,40,"['yellow']","['bbq', 'summer', 'summer', 'tropical']"
"Fall Sangria","https://www.thecocktailproject.com/drink-recipes/fall-sangria","DeKuyper Triple Sec, Apple Cider, DeKuyper Triple Sec, Apple Cider, Apples, Oranges, Lemons, Cinnamon Sticks, Soda Water","Cordials","Sweet",3,58,"['brown']","['bbq', 'birthday', 'fall']"
"Banana Cinnamon Mojito","https://www.thecocktailproject.com/drink-recipes/banana-cinnamon-mojito","Cruzan Banana Rum, Lime, Cruzan Banana Rum, Lime, Mint, Fresh, Soda Water, Mint, Fresh, Cinnamon Stick","Rum","Sweet",3,28,"['brown']","['spring', 'summer']"
"Strawberry Lemonade Mojito","https://www.thecocktailproject.com/drink-recipes/strawberry-lemonade-mojito","Cruzan Strawberry Rum, Lemon Wedges, Cruzan Strawberry Rum, Lemon Wedges, Fresh Mint Leaves, Sugar, Lemonade, Sparkling, Strawberries, Lemon Twist","Rum","Fruity",3,33,"['yellow']","['bbq', 'brunch', 'spring', 'summer']"
"Cruzan Peach Sangria","https://www.thecocktailproject.com/drink-recipes/cruzan-peach-sangria","Cruzan Peach Rum, Lemon Sour, Cruzan Peach Rum, Lemon Sour, Skinnygirl Chardonnay, Lemon, Sliced, Lime, Sliced","Rum","Fruity",3,35,"['clear']","['bbq', 'spring', 'summer']"
"Peach Daiquiri","https://www.thecocktailproject.com/drink-recipes/peach-daiquiri","Cruzan Peach Rum, Cruzan Aged Light Rum, Cruzan Peach Rum, Cruzan Aged Light Rum, Simple Syrup, Lime Wheel","Rum","Fruity",3,48,"['clear']","['spring', 'summer']"
"Island Breeze","https://www.thecocktailproject.com/drink-recipes/island-breeze","Cruzan Aged Dark Rum, Cruzan Peach Rum, Cruzan Aged Dark Rum, Cruzan Peach Rum, Pineapple Juice, Cranberry Juice, Orange and Cherry Flag","Rum","Fruity",3,41,"['orange']","['summer', 'tropical']"
"Classic Rum Punch","https://www.thecocktailproject.com/drink-recipes/classic-rum-punch","Cruzan Aged Light Rum, Cruzan 9 Spiced Rum, Cruzan Aged Light Rum, Cruzan 9 Spiced Rum, Orange Juice, Cranberry Juice, Pineapple Slice","Rum","Fruity",3,29,"['orange']","['bbq', 'summer', 'tropical']"
"Bay Breeze","https://www.thecocktailproject.com/drink-recipes/bay-breeze","Cruzan Aged Light Rum, Pineapple Juice, Cruzan Aged Light Rum, Pineapple Juice, Cranberry Juice, Strawberries, Using Fresh Citrus","Rum","Fruity",3,53,"['pink']","['bbq', 'summer', 'tropical']"
"Banana Nana","https://www.thecocktailproject.com/drink-recipes/banana-nana","Cruzan Banana Rum, Cruzan Aged Dark Rum, Cruzan Banana Rum, Cruzan Aged Dark Rum, Orange Juice","Rum","Fruity",3,36,"['orange']","['summer', 'tropical']"
"Voodoo Hurricane","https://www.thecocktailproject.com/drink-recipes/voodoo-hurricane","Cruzan 9 Spiced Rum, Cruzan 151 Rum, Cruzan 9 Spiced Rum, Cruzan 151 Rum, Cruzan Vanilla Rum, Orange Juice, Pineapple Juice, Grenadine, Fruit Wedge","Rum","Fruity",2,54,"['orange']","['ladies-night', 'summer', 'tropical']"
"Rum Breeze","https://www.thecocktailproject.com/drink-recipes/rum-breeze","Cruzan Black Cherry Rum, Cruzan Aged Light Rum, Cruzan Black Cherry Rum, Cruzan Aged Light Rum, Pineapple Juice, Ginger Ale, Lime Twist","Rum","Fruity",3,53,"['yellow']","['birthday', 'summer', 'tropical']"
"Endless Summer Punch","https://www.thecocktailproject.com/drink-recipes/endless-summer-punch","Cruzan Pineapple Rum, Cruzan Aged Dark Rum, Cruzan Pineapple Rum, Cruzan Aged Dark Rum, Cruzan Coconut Rum, Orange Juice, Lemonade, Pineapple Wedge","Rum","Sweet",3,44,"['yellow']","['bbq', 'summer']"
"Cruzan Confusion","https://www.thecocktailproject.com/drink-recipes/cruzan-confusion","Cruzan Coconut Rum, Cruzan Mango Rum, Cruzan Coconut Rum, Cruzan Mango Rum, Pineapple Juice, Mango, Easy Ice Tips","Rum","Fruity",3,77,"['clear']","['bbq', 'summer', 'tropical']"
"Pina Colada Martini","https://www.thecocktailproject.com/drink-recipes/pina-colada-martini","Cruzan Coconut Rum, Cruzan Pineapple Rum, Cruzan Coconut Rum, Cruzan Pineapple Rum, Pineapple Juice, Pineapple Wedge","Rum","Sweet",3,43,"['yellow']","['spring', 'summer', 'tropical']"
"Strawberry Rosemary Punch","https://www.thecocktailproject.com/drink-recipes/strawberry-rosemary-punch","Cruzan Strawberry Rum, Lime Juice, Cruzan Strawberry Rum, Lime Juice, Ginger Ale, Rosemary Sprigs","Rum","Sweet",4,28,"['clear']","['ladies-night', 'summer']"
"Cruzan Colada","https://www.thecocktailproject.com/drink-recipes/cruzan-colada","Cruzan Aged Light Rum, Pineapple Juice, Cruzan Aged Light Rum, Pineapple Juice, Cream of Coconut, Pineapple Slice","Rum","Fruity",3,59,"['yellow']","['summer', 'tropical']"
"Mango Hurricane","https://www.thecocktailproject.com/drink-recipes/mango-hurricane","Cruzan Mango Rum, Cruzan Aged Dark Rum, Cruzan Mango Rum, Cruzan Aged Dark Rum, Orange Juice, Grenadine, Orange Wedges, Cherries","Rum","Fruity",3,29,"['orange']","['bbq', 'summer', 'tropical']"
"Mango Mojito","https://www.thecocktailproject.com/drink-recipes/mango-mojito","Cruzan Mango Rum, Mango, Cruzan Mango Rum, Mango, Lime Juice, Simple Syrup, Fresh Mint Leaves, Soda Water","Rum","Fruity",3,37,"['yellow']","['summer', 'tropical']"
"Cruzan 9 Punch","https://www.thecocktailproject.com/drink-recipes/cruzan-9-punch","Cruzan 9 Spiced Rum, Orange Juice, Cruzan 9 Spiced Rum, Orange Juice, Cranberry Juice, Lime Wedges","Rum","Fruity",3,55,"['orange']","['bbq', 'ladies-night', 'summer']"
"Pineapple Smash","https://www.thecocktailproject.com/drink-recipes/pineapple-smash","Cruzan 9 Spiced Rum, Cruzan Pineapple Rum, Cruzan 9 Spiced Rum, Cruzan Pineapple Rum, Lime Juice, Soda Water, Lime Wedges, Embracing Herbs and Spices","Rum","Fruity",3,43,"['yellow']","['summer', 'tropical']"
"Strawberry Basil Spritzer","https://www.thecocktailproject.com/drink-recipes/strawberry-basil-spritzer","Cruzan Strawberry Rum, Cruzan Aged Light Rum, Cruzan Strawberry Rum, Cruzan Aged Light Rum, Lime, Basil Leaves, Soda Water, Sugar","Rum","Fruity",3,30,"['clear']","['ladies-night', 'spring', 'summer']"
"Spiced Holly Highball","https://www.thecocktailproject.com/drink-recipes/spiced-holly-highball","Cruzan Aged Dark Rum, Cranberries, Cruzan Aged Dark Rum, Cranberries, Pumpkin Spice, Agave Syrup, Mint, Fresh, Club Soda","Rum","Sweet",3,29,"['clear']","['christmas', 'fall', 'holiday', 'thanksgiving']"
"Strawberry Mai Tai","https://www.thecocktailproject.com/drink-recipes/strawberry-mai-tai","Cruzan Strawberry Rum, DeKuyper Orange Curacao Liqueur, Cruzan Strawberry Rum, DeKuyper Orange Curacao Liqueur, Lime Juice, Simple Syrup, Orgeat Syrup, Cherries, Mint Sprig","Rum","Fruity",3,23,"['brown']","['summer', 'tropical']"
"Hot Buttered Spiced Rum","https://www.thecocktailproject.com/drink-recipes/hot-buttered-spiced-rum","Cruzan 9 Spiced Rum, Batter, Cruzan 9 Spiced Rum, Batter, Hot Water","Rum","Hot",3,36,"['brown']","['fall', 'halloween', 'holiday', 'thanksgiving']"
"Coconut Old Fashioned","https://www.thecocktailproject.com/drink-recipes/coconut-old-fashioned","Simple Syrup, Simple Syrup, Bitters, Orange Peel","Rum","Sweet",3,55,"['brown']","['tropical']"
"Chocolate Covered Cherry","https://www.thecocktailproject.com/drink-recipes/chocolate-covered-cherry","Cruzan Black Cherry Rum, Cruzan Vanilla Rum, Cruzan Black Cherry Rum, Cruzan Vanilla Rum, Chocolate Syrup, Milk, Grenadine, Whipped Cream, Maraschino Cherries","Rum","Sweet",3,41,"['brown']","['birthday', 'holiday', 'valentines-day']"
"Cruzan Summer Breeze","https://www.thecocktailproject.com/drink-recipes/cruzan-summer-breeze","Cruzan Coconut Rum, DeKuyper Triple Sec Liqueur, Cruzan Coconut Rum, DeKuyper Triple Sec Liqueur, Lime Soda Water, Sparkling, Lime Wedges, Ice","Cordials","Sweet",3,35,"['clear']","['bbq', 'summer']"
"Take 9","https://www.thecocktailproject.com/drink-recipes/take-9","Cruzan 9 Spiced Rum, DeKuyper Blue Curacao Liqueur, Cruzan 9 Spiced Rum, DeKuyper Blue Curacao Liqueur, Grenadine, Orange Twist","Cordials","Sweet",3,28,"['brown']",NA
"Slowpoke Shandy","https://www.thecocktailproject.com/drink-recipes/slowpoke-shandy","Lime Juice, Lime Juice, Ginger Syrup, Wheat Beer","Beer","Sweet",3,43,"['orange']","['game-day', 'summer']"
"Maple Leaf","https://www.thecocktailproject.com/drink-recipes/maple-leaf","Cruzan Estate Diamond Dark Rum, Maple Syrup, Cruzan Estate Diamond Dark Rum, Maple Syrup, Bitters, Apple Bitters, Cinnamon, Ground","Cordials","Sweet",3,31,"['brown']","['fall', 'thanksgiving']"
"Key Lime Sparkler","https://www.thecocktailproject.com/drink-recipes/key-lime-sparkler","Cruzan Key Lime Rum, JDK & Sons O3 Premium Orange Liqueur, Cruzan Key Lime Rum, JDK & Sons O3 Premium Orange Liqueur, Bitters, Wine, Sparkling, Orange Twist","Cordials","Fruity",3,24,"['orange']","['summer']"
"Cruzan Sidecar","https://www.thecocktailproject.com/drink-recipes/cruzan-sidecar","DeKuyper Triple Sec Liqueur, DeKuyper Triple Sec Liqueur, Lemon Juice","Rum","Sweet",3,29,"['orange']","['ladies-night']"
"Hot Toddy","https://www.thecocktailproject.com/drink-recipes/hot-toddy","Cruzan Aged Dark Rum, Honey, Cruzan Aged Dark Rum, Honey, Lemon Peel, Hot Water","Rum","Hot",3,38,"['yellow']","['fall', 'holiday', 'thanksgiving', 'winter']"
"New Fashioned","https://www.thecocktailproject.com/drink-recipes/new-fashioned","Cruzan Aged Dark Rum, Sugar, Cruzan Aged Dark Rum, Sugar, Bitters, Orange Slice, Soda Water, Cherries","Cordials","Sweet",3,31,"['brown']",NA
"Light and Tonic","https://www.thecocktailproject.com/drink-recipes/light-and-tonic","Cruzan Aged Light Rum, Tonic Water, Cruzan Aged Light Rum, Tonic Water, Lime Juice, Lime Wedges, Fresh Ingredient Enhancements","Rum","Sweet",3,31,"['clear']","['spring', 'summer']"
"Cruzan 9 Tea","https://www.thecocktailproject.com/drink-recipes/cruzan-9-tea","Cruzan 9 Spiced Rum, DeKuyper Peachtree Schnapps Liqueur, Cruzan 9 Spiced Rum, DeKuyper Peachtree Schnapps Liqueur, Iced Tea, Lemon Wedges","Cordials","Sweet",3,37,"['yellow']","['brunch', 'spring', 'summer']"
"Peach on the Beach","https://www.thecocktailproject.com/drink-recipes/peach-on-the-beach","Cruzan Peach Rum, Cruzan Aged Light Rum, Cruzan Peach Rum, Cruzan Aged Light Rum, Lime Juice, Mint, Fresh, Mint Sprig","Rum","Fruity",3,25,"['clear']","['summer', 'tropical']"
"Paradise Punch","https://www.thecocktailproject.com/drink-recipes/paradise-punch","Cruzan Peach Rum, Ginger Ale, Cruzan Peach Rum, Ginger Ale, Honey Syrup, Lemon Juice","Rum","Fruity",3,34,"['clear']","['summer', 'tropical']"
"Passion Fruit Passport","https://www.thecocktailproject.com/drink-recipes/passion-fruit-passport","Cruzan Passion Fruit Rum, Lemon Juice, Cruzan Passion Fruit Rum, Lemon Juice, Vanilla Extract, Ice, Maraschino Cherries, Fresh Ingredient Enhancements","Rum","Fruity",3,17,"['yellow']","['summer']"
"Hats Off Julep","https://www.thecocktailproject.com/drink-recipes/hats-off-julep","Cruzan Estate Diamond Dark Rum, Turbinado Syrup, Cruzan Estate Diamond Dark Rum, Turbinado Syrup, Fresh Mint Leaves, Blackberries, Ice, Crushed","Rum","Fruity",3,33,"['brown']","['spring', 'summer']"
"Nil Fashioned","https://www.thecocktailproject.com/drink-recipes/nil-fashioned","Cruzan Estate Diamond Dark Rum, DeKuyper Triple Sec Liqueur, Cruzan Estate Diamond Dark Rum, DeKuyper Triple Sec Liqueur, Turbinado Syrup, Cardamom Bitters","Cordials","Sweet",3,34,"['yellow']","['summer']"
"Sunset Daiquiri","https://www.thecocktailproject.com/drink-recipes/sunset-daiquiri","Cruzan Aged Dark Rum, Passion Fruit Syrup, Cruzan Aged Dark Rum, Passion Fruit Syrup, Lemon Juice, Grenadine, Cherries, Fresh Ingredient Enhancements","Rum","Sweet",3,37,"['red']","['summer', 'tropical']"
"Delusion","https://www.thecocktailproject.com/drink-recipes/delusion","Cruzan Mango Rum, Cruzan Coconut Rum, Cruzan Mango Rum, Cruzan Coconut Rum, Pineapple Juice","Rum","Fruity",3,23,"['yellow']","['summer', 'tropical']"
"Cruzan Banana Split","https://www.thecocktailproject.com/drink-recipes/cruzan-banana-split","Cruzan Banana Rum, Cruzan Vanilla Rum, Cruzan Banana Rum, Cruzan Vanilla Rum, Cruzan Strawberry Rum, Pineapple Juice, Cream of Coconut, Secrets of Citrus","Rum","Fruity",3,27,"['yellow']","['summer', 'tropical']"
"Peach Mojito","https://www.thecocktailproject.com/drink-recipes/peach-mojito","Cruzan Aged Light Rum, DeKuyper Peachtree Schnapps Liqueur, Cruzan Aged Light Rum, DeKuyper Peachtree Schnapps Liqueur, Lime, Fresh Mint Leaves, Simple Syrup, Soda Water, Ice","Cordials","Sweet",3,77,"['orange']","['spring', 'summer']"
"Hornitos Midori Margarita","https://www.thecocktailproject.com/drink-recipes/hornitos-midori-margarita","Hornitos Plata Tequila, Midori Melon Liqueur, Hornitos Plata Tequila, Midori Melon Liqueur, Lime Juice, Simple Syrup, Lime Wheel","Tequila","Sour",3,75,"['green']","['summer', 'tropical']"
"Hornitos Black Barrel Tequila Manhattan","https://www.thecocktailproject.com/drink-recipes/hornitos-black-barrel-tequila-manhattan","Vermouth, Sweet, Vermouth, Sweet, Bitters, Lemon Peel","Tequila","Sweet",3,59,"['red']","['fall', 'winter']"
"Sunrise","https://www.thecocktailproject.com/drink-recipes/sunrise","Hornitos Reposado Tequila, Orange Juice, Hornitos Reposado Tequila, Orange Juice, Grenadine, Orange Twist","Tequila","Fruity",3,36,NA,"['brunch', 'spring', 'summer']"
"The Burgundy","https://www.thecocktailproject.com/drink-recipes/burgundy","Hornitos Plata Tequila, Honey Syrup, Hornitos Plata Tequila, Honey Syrup, Mezcal, Vermouth, Sweet, Orange Twist","Tequila","Sweet",3,38,"['yellow']",NA
"Hornitos Black Barrel Tequila Old Fashioned","https://www.thecocktailproject.com/drink-recipes/hornitos-black-barrel-tequila-old-fashioned","Simple Syrup, Simple Syrup, Amaro Liqueur, Bitters, Orange Bitters, Orange Peel","Tequila","Sweet",3,46,"['brown']","['fall', 'thanksgiving', 'winter']"
"The Money Maker","https://www.thecocktailproject.com/drink-recipes/money-maker","Hornitos Plata Tequila, DeKuyper Razzmatazz Schnapps Liqueur, Hornitos Plata Tequila, DeKuyper Razzmatazz Schnapps Liqueur, Lemon Juice, Simple Syrup, Egg White","Tequila","Sweet",2,35,NA,"['new-years']"
"Green River","https://www.thecocktailproject.com/drink-recipes/green-river","Hornitos Plata Tequila, Green Chartreuse Liqueur, Hornitos Plata Tequila, Green Chartreuse Liqueur, Lime Juice, Lime Twist","Cordials","Sweet",3,41,"['green']",NA
"Horchata","https://www.thecocktailproject.com/drink-recipes/horchata","Hornitos Plata Tequila, Coconut Water, Hornitos Plata Tequila, Coconut Water, Almond Milk, Cinnamon, Ground, Sugar","Tequila","Spicy",3,28,"['brown']","['spring']"
"Stars and Stripes Bloody Mary","https://www.thecocktailproject.com/drink-recipes/stars-and-stripes-bloody-mary","Hornitos Anejo Tequila, Agave Nectar, Hornitos Anejo Tequila, Agave Nectar, Lime Juice, Blueberries, Hornitos Reposado Tequila, Bloody Mary Mix, Cayenne Pepper, Salt, Pepper, Black","Tequila","Spicy",3,32,"['red']","['bbq', 'brunch', 'summer']"
"The Summer Friday","https://www.thecocktailproject.com/drink-recipes/summer-friday","Hornitos Reposado Tequila, Passion Fruit Puree, Hornitos Reposado Tequila, Passion Fruit Puree, Agave Nectar, Aperol Aperitif, Lemon Juice, Blood Orange, Slice","Cordials","Spicy",3,37,"['orange']","['summer', 'tropical']"
"Death and Taxes","https://www.thecocktailproject.com/drink-recipes/death-and-taxes","Hornitos Anejo Tequila, Lime Juice, Hornitos Anejo Tequila, Lime Juice, Simple Syrup, Mezcal","Cordials","Spicy",4,18,"['brown']","['spring']"
"Mexican Mule","https://www.thecocktailproject.com/drink-recipes/mexican-mule","Hornitos Plata Tequila, Ginger Beer, Hornitos Plata Tequila, Ginger Beer, Lime Juice, Lime Wedges","Tequila","Spicy",3,39,"['brown']","['bbq', 'summer']"
"Sauza 901 Club","https://www.thecocktailproject.com/drink-recipes/sauza-901-club","Sauza 901 Tequila, Iced Tea, Sauza 901 Tequila, Iced Tea, Lemonade, Agave Syrup, Mint Sprig, Lemon Wedges","Tequila","Sweet",3,29,"['yellow']","['fall']"
"Mexican Julep","https://www.thecocktailproject.com/drink-recipes/mexican-julep","Sauza 901 Tequila, Agave Syrup, Sauza 901 Tequila, Agave Syrup, Water, Mint, Fresh","Tequila","Sweet",3,54,"['clear']","['spring', 'summer']"
"Tequila Baybreeze","https://www.thecocktailproject.com/drink-recipes/tequila-baybreeze","Sauza 901 Tequila, Pineapple Juice, Sauza 901 Tequila, Pineapple Juice, Cranberry Juice, Pineapple Slice, Fresh Ingredient Enhancements","Tequila","Fruity",3,113,NA,"['summer', 'tropical']"
"Ruby Sparkler","https://www.thecocktailproject.com/drink-recipes/ruby-sparkler","Sauza 901 Tequila, Grapefruit Juice, Sauza 901 Tequila, Grapefruit Juice, Lemon Juice, Simple Syrup, Raspberries, Lemon Wheel","Tequila","Sour",3,38,"['red']","['summer']"
"Mai Tequila","https://www.thecocktailproject.com/drink-recipes/mai-tequila","Sauza 901 Tequila, DeKuyper Creme De Almond Liqueur, Sauza 901 Tequila, DeKuyper Creme De Almond Liqueur, Lime Juice, Orange Bitters, Mint Sprig","Cordials","Sweet",3,17,NA,"['spring']"
"Juan Collins","https://www.thecocktailproject.com/drink-recipes/juan-collins","Sauza 901 Tequila, Lemon Juice, Sauza 901 Tequila, Lemon Juice, Simple Syrup, Soda Water, Lemon Peel, Maraschino Cherries","Tequila","Sweet",3,35,"['clear']","['spring', 'summer']"
"Sauza Blue","https://www.thecocktailproject.com/drink-recipes/sauza-blue","Sauza Blue Silver 100% Agave Tequila, DeKuyper Blue Curacao Liqueur, Sauza Blue Silver 100% Agave Tequila, DeKuyper Blue Curacao Liqueur, Lemon-Lime Soda, Sweet and Sour Mix","Cordials","Sweet",3,27,NA,"['summer']"
"Classic Margarita","https://www.thecocktailproject.com/drink-recipes/classic-margarita","Sauza Silver Tequila, Lime Juice, Sauza Silver Tequila, Lime Juice, DeKuyper Triple Sec Liqueur, Simple Syrup, Lime","Cordials","Sweet",3,78,"['clear']","['summer']"
"Premier Margarita","https://www.thecocktailproject.com/drink-recipes/premier-margarita","Hornitos Reposado Tequila, DeKuyper Triple Sec Liqueur, Hornitos Reposado Tequila, DeKuyper Triple Sec Liqueur, Lime Juice, Lime","Cordials","Sweet",3,161,"['yellow']","['spring', 'summer']"
"Sauza Watermelon Margarita","https://www.thecocktailproject.com/drink-recipes/sauza-watermelon-margarita","Sauza Blue Silver 100% Agave Tequila, JDK & Sons O3 Premium Orange Liqueur, Sauza Blue Silver 100% Agave Tequila, JDK & Sons O3 Premium Orange Liqueur, Watermelon, Lime Juice, Ice","Cordials","Fruity",3,28,"['pink']","['bbq', 'summer']"
"Bloody Maria","https://www.thecocktailproject.com/drink-recipes/bloody-maria","Sauza Blue Silver 100% Agave Tequila, Tomato Juice, Sauza Blue Silver 100% Agave Tequila, Tomato Juice, Sriracha Chili Sauce, Pepper, Black, Celery Salt, Paprika, Cumin, Worcestershire sauce, Lime, Olives, Pickled Jalapeno, Sprig Cilantro","Tequila","Savory",3,32,"['red']","['brunch']"
"Midori Margarita","https://www.thecocktailproject.com/drink-recipes/midori-margarita","Midori Melon Liqueur, Hornitos Plata Tequila, Midori Melon Liqueur, Hornitos Plata Tequila, Lime Juice, Lime Wheel","Cordials","Fruity",3,34,"['green']",NA
"Sauza Strawberry Sparkler","https://www.thecocktailproject.com/drink-recipes/sauza-strawberry-sparkler","Sauza Blue Silver 100% Agave Tequila, DeKuyper Strawberry Patch Schnapps Liqueur, Sauza Blue Silver 100% Agave Tequila, DeKuyper Strawberry Patch Schnapps Liqueur, Rose Champagne, Limeade, Strawberries, Sugar, Lime","Cordials","Fruity",3,26,"['pink']","['summer']"
"Candy Apple Margarita","https://www.thecocktailproject.com/drink-recipes/candy-apple-margarita","Sauza Blue Silver 100% Agave Tequila, Limeade, Sauza Blue Silver 100% Agave Tequila, Limeade, DeKuyper Hot Damn! Cinnamon Schnapps Liqueur, Candy Apple Soda, Shaking & Stirring","Cordials","Sweet",3,35,"['red']","['ladies-night', 'summer']"
"Dirty Martini","https://www.thecocktailproject.com/drink-recipes/dirty-martini","EFFEN Original Vodka, Olive Juice, EFFEN Original Vodka, Olive Juice, Dry Vermouth, Olives, Fresh Ingredient Enhancements","Vodka","Savory",3,41,"['clear']",NA
"Peachy Keen","https://www.thecocktailproject.com/drink-recipes/peachy-keen","Pinnacle Peach Vodka, Lemon-Lime Soda, Pinnacle Peach Vodka, Lemon-Lime Soda, Peach Slices","Vodka","Fruity",3,36,"['clear']","['spring', 'summer']"
"Peppermint Hot Chocolate","https://www.thecocktailproject.com/drink-recipes/peppermint-hot-chocolate","Pinnacle Whipped Vodka, DeKuyper Peppermint Schnapps, Pinnacle Whipped Vodka, DeKuyper Peppermint Schnapps, Swiss Miss Milk Chocolate Hot Cocoa, Cherry, Simple Garnishes","Cordials","Hot",3,36,"['brown']","['christmas', 'holiday', 'winter']"
